Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#1 Jalil Bethea,#10 Keitenn Bristow,#11 Marcus Zegarowski,#11 Preston Murphy Jr.,#15 Noah Williamson,#2 Aden Holloway,#22 Aiden Sherrell,#3 Latrell Wrightsell Jr.,#32 Jacob Martin,#34 Collins Onyejiaka,#4 Davion Hannah,#4 Hayden Doyle,#5 Amari Allen,#6 London Jemison,#7 Taylor Bol Bowen,#95 Houston Mallette,-,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (Other),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3FG (Balance),3FG (Contest),3FG (Footwork),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),ACTION,ATO Plays,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,COVERAGE,FT BELOW,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PASS CONTEST,PLAYCALL,PLAYER POSSESSIONS,PNR GAP HELP,POSITION,POSSESSION START,POSSESSION TYPE,PnR Action,PnR Coverage,PnR Effect,PnR LOCATION,PnR Result Type,PnR Term,PnR Type,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Notes,Flags
25_11_08 ALABAMA VS ST. JOHNS,111.917414024,9.0,#7 Taylor Bol Bowen,1,,,,,,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,196.060206828,9.0,#7 Taylor Bol Bowen,2,,,,,,,,,,,,,,,,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,220.262346515,9.0,#7 Taylor Bol Bowen,3,,,,,,,,,,,,,,,,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,225.238467591,7.0,#7 Taylor Bol Bowen,4,,,,,,,,,,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,233.127767226,9.0,#7 Taylor Bol Bowen,5,,,,,,,,,,,,,,,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,233.885627767,9.0,#7 Taylor Bol Bowen,6,,,,,,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,242.40050153,7.0,#7 Taylor Bol Bowen,7,,,,,,,,,,,,,,,,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,282.308711949,7.0,#7 Taylor Bol Bowen,8,,,,,,,,,,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,291.11414999,7.0,#7 Taylor Bol Bowen,9,,,,,,,,,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1030.104903891,7.0,#7 Taylor Bol Bowen,10,,,,,,,,,,,,,,,,"2FGF, Fouled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1671.299968637,7.0,#7 Taylor Bol Bowen,11,,,,,,,,,,,,,,,,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1943.155455833,9.0,#7 Taylor Bol Bowen,12,,,,,,,,,,,,,,,,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2236.676117318,9.0,#7 Taylor Bol Bowen,13,,,,,,,,,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2236.980131077,9.0,#7 Taylor Bol Bowen,14,,,,,,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2261.479249208,9.0,#7 Taylor Bol Bowen,15,,,,,,,,,,,,,,,,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2374.379394128,7.0,#7 Taylor Bol Bowen,16,,,,,,,,,,,,,,,,2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2458.584044405,7.0,#7 Taylor Bol Bowen,17,,,,,,,,,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2615.793498611,7.0,#7 Taylor Bol Bowen,18,,,,,,,,,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2804.539795441,9.0,#7 Taylor Bol Bowen,19,,,,,,,,,,,,,,,,Floor Dive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2825.293440004,9.0,#7 Taylor Bol Bowen,20,,,,,,,,,,,,,,,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2836.35849946,9.0,#7 Taylor Bol Bowen,21,,,,,,,,,,,,,,,,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2838.412522263,7.0,#7 Taylor Bol Bowen,22,,,,,,,,,,,,,,,,"ATRF, Fouled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3063.942944081,9.0,#7 Taylor Bol Bowen,23,,,,,,,,,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3153.421257212,7.0,#7 Taylor Bol Bowen,24,,,,,,,,,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4861.61545441,7.0,#7 Taylor Bol Bowen,25,,,,,,,,,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4891.934228944,9.0,#7 Taylor Bol Bowen,26,,,,,,,,,,,,,,,,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","20:00 - 16:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5811.374517147,9.0,#7 Taylor Bol Bowen,27,,,,,,,,,,,,,,,,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5899.631994423,7.0,#7 Taylor Bol Bowen,28,,,,,,,,,,,,,,,,"ATRF, Fouled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6286.625028918,7.0,#7 Taylor Bol Bowen,29,,,,,,,,,,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6336.630809047,9.0,#7 Taylor Bol Bowen,30,,,,,,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","2nd Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6654.67844047,9.0,#7 Taylor Bol Bowen,31,,,,,,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","2nd Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6712.133504268,7.0,#7 Taylor Bol Bowen,32,,,,,,,,,,,,,,,,2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6730.316666667,9.0,#7 Taylor Bol Bowen,33,,,,,,,,,,,,,,,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","2nd Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7207.600046415,7.0,#7 Taylor Bol Bowen,34,,,,,,,,,,,,,,,,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7222.233333333,9.0,#7 Taylor Bol Bowen,35,,,,,,,,,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","2nd Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7291.523488172,7.0,#7 Taylor Bol Bowen,36,,,,,,,,,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7781.213774898,9.0,#7 Taylor Bol Bowen,37,,,,,,,,,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","2nd Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7835.646268476,9.0,#7 Taylor Bol Bowen,38,,,,,,,,,,,,,,,,Floor Dive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","2nd Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7973.847278387,9.0,#7 Taylor Bol Bowen,39,,,,,,,,,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","2nd Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7978.007689453,7.0,#7 Taylor Bol Bowen,40,,,,,,,,,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,8073.675844554,9.0,#7 Taylor Bol Bowen,41,,,,,,,,,,,,,,,,LB / Steal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","2nd Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,170.326495047,9.0,#22 Aiden Sherrell,1,,,,,,,,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","20:00 - 16:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,242.40050153,7.0,#22 Aiden Sherrell,2,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,823.685332004,7.0,#22 Aiden Sherrell,3,,,,,,,,"Off Foul, Turnover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2266.353881601,7.0,#22 Aiden Sherrell,4,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2388.508052427,7.0,#22 Aiden Sherrell,5,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3220.186048583,7.0,#22 Aiden Sherrell,6,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3240.269986937,7.0,#22 Aiden Sherrell,7,,,,,,,,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3256.086784972,9.0,#22 Aiden Sherrell,8,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3272.306386892,7.0,#22 Aiden Sherrell,9,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3317.875808546,7.0,#22 Aiden Sherrell,10,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4893.999590749,9.0,#22 Aiden Sherrell,11,,,,,,,,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","2nd Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4896.175861522,7.0,#22 Aiden Sherrell,12,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4958.65805422,7.0,#22 Aiden Sherrell,13,,,,,,,,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5024.221299638,7.0,#22 Aiden Sherrell,14,,,,,,,,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6327.046219929,7.0,#22 Aiden Sherrell,15,,,,,,,,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6618.767369255,7.0,#22 Aiden Sherrell,16,,,,,,,,"Off Foul, Turnover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,321.91867914,9.0,#5 Amari Allen,1,,,,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,448.325132413,7.0,#5 Amari Allen,2,,,,,,,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,661.383153446,7.0,#5 Amari Allen,3,,,,,,,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,679.953714933,9.0,#5 Amari Allen,4,,,,,,,,,,,,,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,690.468463637,7.0,#5 Amari Allen,5,,,,,,,,,,,,,,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,708.348853115,7.0,#5 Amari Allen,6,,,,,,,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,865.169432597,7.0,#5 Amari Allen,7,,,,,,,,,,,,,,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2805.691906799,9.0,#5 Amari Allen,8,,,,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","8:00 - 4:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3231.47586365,9.0,#5 Amari Allen,9,,,,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","4:00 - 0:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3240.269986937,7.0,#5 Amari Allen,10,,,,,,,,,,,,,,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3256.086784972,9.0,#5 Amari Allen,11,,,,,,,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","4:00 - 0:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3283.357968312,9.0,#5 Amari Allen,12,,,,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","4:00 - 0:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5024.642346758,9.0,#5 Amari Allen,13,,,,,,,,,,,,,,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","20:00 - 16:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5316.533803781,9.0,#5 Amari Allen,14,,,,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","20:00 - 16:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5322.917382895,7.0,#5 Amari Allen,15,,,,,,,,,,,,,,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5630.138024347,7.0,#5 Amari Allen,16,,,,,,,,,,,,,,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5772.029328422,9.0,#5 Amari Allen,17,,,,,,,,,,,,,,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","16:00 - 12:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5773.816291722,7.0,#5 Amari Allen,18,,,,,,,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6227.201630143,7.0,#5 Amari Allen,19,,,,,,,,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6309.95,9.0,#5 Amari Allen,20,,,,,,,,,,,,,,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","12:00 - 8:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6312.616666667,9.0,#5 Amari Allen,21,,,,,,,,,,,,,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","12:00 - 8:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6334.514876785,9.0,#5 Amari Allen,22,,,,,,,,,,,,,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","12:00 - 8:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
