Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#1 Jalil Bethea,#10 Keitenn Bristow,#11 Marcus Zegarowski,#11 Preston Murphy Jr.,#15 Noah Williamson,#2 Aden Holloway,#22 Aiden Sherrell,#3 Latrell Wrightsell Jr.,#32 Jacob Martin,#34 Collins Onyejiaka,#4 Davion Hannah,#4 Hayden Doyle,#5 Amari Allen,#6 London Jemison,#7 Taylor Bol Bowen,#95 Houston Mallette,-,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (Other),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3FG (Balance),3FG (Contest),3FG (Footwork),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),ACTION,ATO Plays,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,COVERAGE,FT BELOW,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PASS CONTEST,PLAYCALL,PLAYER POSSESSIONS,PNR GAP HELP,POSITION,POSSESSION START,POSSESSION TYPE,PnR Action,PnR Coverage,PnR Effect,PnR LOCATION,PnR Result Type,PnR Term,PnR Type,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Notes,Flags
25_11_08 ALABAMA VS ST. JOHNS,659.7766122,7.888015537999991,Offense,13,,,,,,Race Assist,,,Assist,,,,,ATR+,,,,,Unguarded,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Dunk,,,Kick Ahead,,,,,,,,,,,,"Kickahead, Rim run",,Primary Defender,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Transition Pass,,:04 - :06,"at St. John's, REPORT","16:00 - 12:00, 1st Half",,1 PT,,,"#15 Noah Williamson, #0 LaBaron Philon, #4 Davion Hannah, #3 Latrell Wrightsell Jr., #5 Amari Allen",,Team,Steal,Transition,,,,,,,,,:01 - :06,:04 - :06,Rim,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,684.8256688,12.310213040000008,Offense,14,,,,,,,,,3FG+,,,,,Assist,,,,,,,,,,,,,,,,On Balance,Late Contest,Left-Right,Off The Line,Stationary,Non-Shot Pocket,Shrink,Catch and Shoot,,,Nail Pitch,Early Easy CS 3,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Pass Out,,,"at St. John's, REPORT","16:00 - 12:00, 1st Half",,0 PT,,Early Slot Attack,"#15 Noah Williamson, #0 LaBaron Philon, #4 Davion Hannah, #3 Latrell Wrightsell Jr., #5 Amari Allen",,Wing,Missed FG,Transition,,,,,,,,,:07 - :12,"N/A, N/A",Top,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,788.9372333,14.500656520000007,Offense,15,ATR-,,,,,,,,,,,,,,,,,,Secondary Defender,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",Blocked,No Play Action,Restricted Area,Layup,PnR Handler,"Slot Drive, Drive Left",,,,,,,,,,,,,,,,,,,,,,:07 - :09,"at St. John's, REPORT","16:00 - 12:00, 1st Half",,1 PT,,Flow - Angle,"#22 Aiden Sherrell, #0 LaBaron Philon, #4 Davion Hannah, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Made FG,"Man, Half Court",,,,,,,,,:07 - :12,:10 - :12,Rim,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,817.9425667,13.231750949999991,Offense,16,,,,,,,,"Off Foul, Turnover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT","16:00 - 12:00, 1st Half",,0 PT,,Early Spread,"#22 Aiden Sherrell, #0 LaBaron Philon, #4 Davion Hannah, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Made FG,"Man, Half Court",,,,,,,,,:07 - :12,"N/A, N/A",,Half Court SHOT,,Secondary Defender,,,No Jump,No Paint,Dead Ball,,,,Illegal Screen,,FOULS,,,
25_11_08 ALABAMA VS ST. JOHNS,860.8285627,11.855578570000034,Offense,17,,,,,,,,,,,,,,2FG-,,,,,Multiple Defenders,Dribble,Off 1 Foot,"Right Hand Finish, Hands Away From Rim",,No Play Action,Non Restricted Area,Floater,Transition Push,"Slot Drive, Drive Right",,,,,,,,,,,,,,,,,,,,,,:07 - :09,"at St. John's, REPORT","16:00 - 12:00, 1st Half",,1 PT,,Early Slot Attack,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Missed FG,"Man, Half Court",,,,,,,,,:07 - :12,:07 - :09,Logo,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,924.4898241,16.65241513000001,Offense,18,Pot. Assist,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,On Balance,Late Contest,Hop,Off The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Kickdown,,,Secondary Defender,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Pass Out,,:07 - :09,"at St. John's, REPORT","16:00 - 12:00, 1st Half",,0 PT,,Early Slot Attack,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Deadball,"Man, Half Court",,,,,,,,,:07 - :12,N/A,Right Houston,Transition SHOT,"Off Reb, Neutral",,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,974.712525,15.744385360000024,Offense,19,,,,,,,,,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sneak,,,,,,,,,,"at St. John's, REPORT","16:00 - 12:00, 1st Half",,1 PT,,Flow - Open,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #3 Latrell Wrightsell Jr., #7 Taylor Bol Bowen",,,Deadball,"UOB, Man, Half Court",,,,,,,,,,"N/A, N/A",,Half Court SHOT,"Foul, Neutral",,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1017.953233,19.661384709999993,Offense,20,Pot. Assist,,,,,,,,,,,,,,,"2FGF, Fouled, FT-, FT+",,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,,,,"at St. John's, REPORT","16:00 - 12:00, 1st Half",,1 PT,,Flow - Drive & Kick,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #95 Houston Mallette, #7 Taylor Bol Bowen",,,Deadball,"UOB, Man, Half Court",,,,,,,,,:07 - :12,"N/A, N/A",,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1156.962494,12.511005939999905,Offense,21,Pot. Assist,,,,,,,,,,,ATR-,,,,,,,Secondary Defender,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Dunk,,,PnR Pocket,,,,,,,,,,,,,,Secondary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,PnR Pass to Screener,,:07 - :09,"at St. John's, REPORT","16:00 - 12:00, 1st Half",,1 PT,,Flow - G2G Angle,"#34 Collins Onyejiaka, #0 LaBaron Philon, #2 Aden Holloway, #4 Davion Hannah, #6 London Jemison",,,Missed FG,"Man, Half Court",,,,,,,,,:07 - :12,:07 - :09,Rim,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1172.588371,7.751957604999916,Offense,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT","16:00 - 12:00, 1st Half",,,,,"#34 Collins Onyejiaka, #0 LaBaron Philon, #2 Aden Holloway, #4 Davion Hannah, #6 London Jemison",,,,Garbage,,,,,,,,,,,,,Neutral,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1401.163342,23.13582560000009,Offense,23,2FG-,,,,,,,,,,,,,,,,,,Primary Defender,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Floater,PnR Handler,"Middle Drive, Drive Left",,,,,,,,,,,,,,,,,,,,,,:16 +,"at St. John's, REPORT","12:00 - 8:00, 1st Half",,1 PT,,"Thumb Down, Flow - Drive & Kick","#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #95 Houston Mallette, #6 London Jemison",,,Deadball,"Man, Half Court",,,,,,,,,:19 - :24,,Logo,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1430.987412,17.39906137999992,Offense,24,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:10 - :12,"at St. John's, REPORT","12:00 - 8:00, 1st Half",,1 PT,,"Early Slot Attack, Flow - Uphill Toss","#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #95 Houston Mallette, #6 London Jemison",,,Missed FG,"Man, Half Court",,,,,,,,,:13 - :18,:10 - :12,,Half Court SHOT,,Multiple Defenders,Off 1 Foot,Right Hand Pass,Jump,No Paint,Live Ball,PnR Pass to Screener,DHO / Get,"Baseline Drive, Drive Right",,PnR Pocket,"PASSING SCHEME, SCHEME ATTACK",,,
25_11_08 ALABAMA VS ST. JOHNS,1452.609133,15.45236602,Offense,25,Pot. Assist,,,,,,,,,,,,,,,,3FG-,,,,,,,,,,,,,On Balance,Late Contest,Left-Right,Off The Line,Stationary,Shot Pocket,Non-Shrink,Catch and Shoot,,,Pull Behind,,,Secondary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Pass Out,,,"at St. John's, REPORT","12:00 - 8:00, 1st Half",,0 PT,,Swing Step,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #95 Houston Mallette, #6 London Jemison",,,Made FG,"Man, Half Court",,,,,,,,,:07 - :12,"N/A, N/A",Top,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1476.174136,8.43050117000007,Offense,26,ATR+,,,,,,Assist,,,,,,,,,,,,Primary Defender,Dribble,Off 1 Foot,"Left Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Layup,Transition Push,"Slot Drive, Drive Left",Kick Ahead,,,,,,,,,,,,Runout,,Primary Defender,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Transition Pass,,:04 - :06,"at St. John's, REPORT","12:00 - 8:00, 1st Half",,1 PT,,,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #95 Houston Mallette, #6 London Jemison",,"Combo, PG",Missed FG,Transition,,,,,,,,,:01 - :06,:04 - :06,Rim,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1563.926567,11.287273930000083,Offense,27,,,,,,,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT","12:00 - 8:00, 1st Half",,0 PT,,All Small Corner,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,,Deadball,Press,,,,,,,,,:01 - :06,"N/A, N/A",,Transition SHOT,"Foul, Neutral",,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1587.942567,21.282196229999954,Offense,28,,,,,,,3FG+,,,,,,,,,,,,,,,,,,,,,,,On Balance,Late Contest,Left-Right,On The Line,,,Non-Shrink,Step Back,PnR Handler,Drive Left,,BH Stepback 3,,,,,,,,vs Square,,"at St. John's, REPORT","12:00 - 8:00, 1st Half",,0 PT,,"Triangle Step Smash, Flow - Angle","#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,"Combo, PG",Deadball,"SLOB, Man, Half Court",,,,,,,,,:07 - :12,"N/A, N/A",Left Houston,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1617.174543,15.06802145000006,Offense,29,,,,,,,2FG+,,,,,,,,,,,,Primary Defender,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Floater,PnR Sneak,"Middle Drive, Drive Right",,,,,,,,,,,,,Sneak PUJS,,,,,,,,vs Square,:07 - :09,"at St. John's, REPORT","12:00 - 8:00, 1st Half",,1 PT,,"Early Open, Flow - Open Step","#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,"Combo, PG",Made FG,"Man, Half Court",,,,,,,,,:07 - :12,:07 - :09,Logo,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1643.624069,34.27710636000006,Offense,30,,,,,,,,,3FG+,,,,,,,Assist,,,,,,,,,,,,,,Off Balance,Late Contest,Hop,On The Line,,,Non-Shrink,Slide Dribble,Off Closeout,Drive Left,Nail Pitch,Slide Dribble 3,,Primary Defender,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Pass Out,,:07 - :09,"at St. John's, REPORT","12:00 - 8:00, 1st Half",,1 PT,,"Early Open, Flow - Drive & Kick","#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,,Made FG,"Man, Half Court",,,,,,,,,:25 - :30,:16+,Left Houston,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1927.942567,20.943987809999953,Offense,31,,,,,,,Pot. Assist,,2FG-,,,,,,,,,,Unguarded,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Floater,Off Closeout,"Middle Drive, Drive Right",Nail Pitch,,,,,,,,,,,,,,Secondary Defender,Off 2 Feet,Left Hand Pass,Jump,No Paint,Pass Out,,:13 - :15,"at St. John's, REPORT","12:00 - 8:00, 1st Half",,1 PT,,Thumb Down,"#15 Noah Williamson, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,,Deadball,"Man, Half Court",,,,,,,,,:13 - :18,:13 - :15,Logo,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1945.886554,14.53356875999998,Offense,32,,,,,,ATR-,Pot. Assist,,,,,,,,,,,,Primary Defender,Dribble,Off 2 Feet,"Left Hand Finish, Hands To Rim",,Play Action,Restricted Area,Layup,Off Closeout,"Middle Drive, Drive Right",PnR Pocket,,,,,,,,,,,,,,Secondary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,PnR Pass to Screener,,,"at St. John's, REPORT","12:00 - 8:00, 1st Half",,1 PT,,Flow - Spread,"#15 Noah Williamson, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,,Off Rebound,"Man, Half Court",,,,,,,,,:07 - :12,"N/A, N/A",Rim,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1957.420123,11.099587209999981,Offense,33,,,,,,2nd Assist,Assist,,3FG+,,,,,,,,,,,,,,,,,,,,,On Balance,Late Contest,Left-Right,Off The Line,,,Non-Shrink,Step Back,Off Closeout,Drive Left,1 More,,,Secondary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Perimeter Pass,,,"at St. John's, REPORT","12:00 - 8:00, 1st Half",,1 PT,,,"#15 Noah Williamson, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,,Off Rebound,"OREB Putback, Half Court",,,,,,,,,:01 - :06,"N/A, N/A",Right Houston,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1986.603878,10.25598029999992,Offense,34,,,,,,,ATR+,,,,,,,,,,,,Primary Defender,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Layup,PnR Sneak,"Baseline Drive, Drive Right",,,,,,,,,,,,,Sneak ATR,,,,,,,,,:04 - :06,"at St. John's, REPORT","12:00 - 8:00, 1st Half",,1 PT,,Early Open,"#15 Noah Williamson, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,"PG, Combo",Made FG,"Man, Half Court",,,,,,,,,:01 - :06,:04 - :06,Rim,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2240.198378,27.096924559999934,Offense,35,3FG-,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,On Balance,Late Contest,Hop,Off The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Nail Pitch,Andy,,Primary Defender,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Pass Out,,,"at St. John's, REPORT","8:00 - 4:00, 1st Half",,0 PT,,"Early 77 Get, Flow - Spread","#22 Aiden Sherrell, #95 Houston Mallette, #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Missed FG,"Man, Half Court",,,,,,,,,:19 - :24,"N/A, N/A",Right Houston,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2264.295303,8.743270330000087,Offense,36,Assist,,,,,,,ATR+,,,,,,,,,,,Unguarded,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Dunk,,,Post Entry,,,,,,,,,,,,,,Primary Defender,Off 1 Foot,Left Hand Pass,No Jump,No Paint,Pass In,,,"at St. John's, REPORT","8:00 - 4:00, 1st Half",,1 PT,,,"#22 Aiden Sherrell, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Off Rebound,"Man, Half Court",,,,,,,,,:01 - :06,"N/A, N/A",Rim,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2351.937233,28.85682936000012,Offense,37,,,,,,,,,,,,,,,,2FG+,,,Primary Defender,Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Turnaround J,Off Closeout,"Middle Drive, Drive Right",,,,,,,,,,,,,,,,,,,,,,:16 +,"at St. John's, REPORT","8:00 - 4:00, 1st Half",,2 PT,,"Double Andy, Flow - Drive & Kick","#22 Aiden Sherrell, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,4,Deadball,"Man, Half Court",,,,,,,,,:25 - :30,:16+,Logo,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2449.465895,15.794597300000078,Offense,38,Assist,,,,,,,,,,,,,,,ATR+,,,Secondary Defender,No Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Layup,,,PnR Pocket,,,,,,,,,,,,Pocket ATR,,Secondary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,PnR Pass to Screener,vs Switch,:10 - :12,"at St. John's, REPORT","8:00 - 4:00, 1st Half",,1 PT,,Early Spread,"#34 Collins Onyejiaka, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,4,Missed FG,"Man, Half Court",,,,,,,,,:07 - :12,:10 - :12,Rim,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2602.061267,19.894489729999805,Offense,39,Pot. Assist,,,,,,,,,,,,,,,3FG-,,,,,,,,,,,,,,On Balance,Late Contest,Hop,On The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,1 More,,,Multiple Defenders,Off 1 Foot,Right Hand Pass,No Jump,Paint,Perimeter Pass,,:13 - :15,"at St. John's, REPORT","8:00 - 4:00, 1st Half",,1 PT,,Flow - Ghost,"#34 Collins Onyejiaka, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Made FG,"Man, Half Court",,,,,,,,,:13 - :18,:13 - :15,Right Corner,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2673.461108,14.601119989999916,Offense,40,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:10 - :12,"at St. John's, REPORT","8:00 - 4:00, 1st Half",,1 PT,,Horns Ghost Rebel,"#34 Collins Onyejiaka, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Made FG,"Man, Half Court",,,,,,,,,:07 - :12,:10 - :12,,Half Court SHOT,,Primary Defender,Off 1 Foot,Right Hand Pass,Jump,Paint,Live Ball,Pass In,PnR Handler,"Slot Drive, Drive Right",,Lob,"PASSING SCHEME, SCHEME ATTACK",,,
25_11_08 ALABAMA VS ST. JOHNS,2692.231945,12.58643944000005,Offense,41,,,,,,,Pot. Assist,,3FG-,,,,,,,,,,,,,,,,,,,,,On Balance,Uncontested,Hop,Off The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Reshape,,,Primary Defender,Off 1 Foot,Right Hand Pass,No Jump,No Paint,,,,"at St. John's, REPORT","8:00 - 4:00, 1st Half",,0 PT,,Flow - Drive & Kick,"#34 Collins Onyejiaka, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Made FG,Press,,,,,,,,,:07 - :12,"N/A, N/A",Right Houston,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2773.953233,16.693656089999877,Offense,42,2FG+,,,,,,,,,,,,,,,,,,Primary Defender,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Floater,PnR Sneak,"Slot Drive, Drive Left",,,,,,,,,,,,,"Sneak, BH Floater",,,,,,,,vs Switch,:10 - :12,"at St. John's, REPORT","8:00 - 4:00, 1st Half",,1 PT,,Thumb Down,"#5 Amari Allen, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,"Combo, PG",Made FG,"Man, Half Court",,,,,,,,,:07 - :12,:10 - :12,Logo,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2808.997225,15.828436440000132,Offense,43,,,,,,,,,ATR-,,,,,,,,,,Primary Defender,Dribble,Off 1 Foot,"Left Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Layup,PnR Sneak,"Slot Drive, Drive Right",,,,,,,,,,,,,Sneak,,,,,,,,,:13 - :15,"at St. John's, REPORT","8:00 - 4:00, 1st Half",,1 PT,,Flow - Spread,"#5 Amari Allen, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Missed FG,"Man, Half Court",,,,,,,,,:13 - :18,:13 - :15,Rim,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2835.072313,6.586718701999871,Offense,44,,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,On Balance,"Blocked, Contested",Left-Right,On The Line,,,Non-Shrink,Pull Up,Transition Push,Dip,,Push Pull Up 3,,,,,,,,,,"at St. John's, REPORT","8:00 - 4:00, 1st Half",,0 PT,,Early Seams,"#5 Amari Allen, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Steal,Transition,,,,,,,,,:01 - :06,"N/A, N/A",Top,Transition SHOT,Off Reb,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2838.659032,6.729335791999802,Offense,45,,,,,,,,,,,,,,,,"ATRF, Fouled, FT+, FT+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT","8:00 - 4:00, 1st Half",,1 PT,,,"#5 Amari Allen, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Off Rebound,"OREB Putback, Transition",,,,,,,,,,"N/A, N/A",,Transition SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3068.208317,23.89070926000022,Offense,46,"Fouled, ATRF, FT-, FT+",,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Go on Catch,,Secondary Defender,Off 2 Feet,Right Hand Pass,No Jump,Paint,,,:07 - :09,"at St. John's, REPORT","4:00 - 0:00, 1st Half",,3+ PT,,"Early Slot Attack, Flow - Drive & Kick","#5 Amari Allen, #6 London Jemison, #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Missed FG,"Man, Half Court",,,,,,,,,:19 - :24,:07 - :09,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3216.9479,10.405062689999795,Offense,47,Pot. Assist,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,On Balance,Uncontested,WTN Left-Right,On The Line,Stationary,Non-Shot Pocket,Shrink,Catch and Shoot,,,Kickdown,,,Secondary Defender,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Pass Out,,:04 - :06,"at St. John's, REPORT","4:00 - 0:00, 1st Half",,0 PT,,All Small Corner,"#5 Amari Allen, #6 London Jemison, #2 Aden Holloway, #22 Aiden Sherrell, #0 LaBaron Philon",,,Deadball,Press,,,,,,,,,:01 - :06,N/A,Right Corner,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3234.868333,11.798388000000159,Offense,48,2nd Assist,,,,,,,3FG+,,,,,,Assist,,,,,,,,,,,,,,,,On Balance,Uncontested,Left-Right,On The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,1 More,Trail CS 3,,Secondary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Perimeter Pass,,,"at St. John's, REPORT","4:00 - 0:00, 1st Half",,0 PT,,Early Seams,"#5 Amari Allen, #6 London Jemison, #2 Aden Holloway, #22 Aiden Sherrell, #0 LaBaron Philon",,,Missed FG,Transition,,,,,,,,,:07 - :12,"N/A, N/A",Left Houston,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3268.886242,10.031209650000164,Offense,49,,,,,,,Pot. Assist,3FG-,,,,,,,,,,,,,,,,,,,,,,On Balance,Late Contest,Left-Right,On The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Nail Pitch,,,Primary Defender,Off 1 Foot,Right Hand Pass,No Jump,Paint,Pass Out,,:04 - :06,"at St. John's, REPORT","4:00 - 0:00, 1st Half",,1 PT,,All Small Corner,"#5 Amari Allen, #6 London Jemison, #2 Aden Holloway, #22 Aiden Sherrell, #0 LaBaron Philon",,,Deadball,Press,,,,,,,,,:01 - :06,:04 - :06,Left Houston,Transition SHOT,,,,,,,,,,,,,,,,
